foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,new,old_name
Saft Bordeaux,France,2020,France,FRA,Saft Bordeaux,18721_USA,100.0,0,18721_USA
K K Autoparts,Japan,2021,Japan,JPN,K K Autoparts,1419_JPN,,0,1419_JPN
"Henan Alchemy Machine Co., Ltd.",China,2021,China,CHN,Henan Alchemy Machine Co Ltd,CHN_2842,,1,
Jean Claude Braipson,Belgium,2019,Belgium,BEL,Jean Claude Braipson,207_BEL,100.0,0,207_BEL
Kpandja Akondo Essobou,Togo,2021,Togo,TGO,Kpandja Akondo Essobou,7_TGO,,0,7_TGO
Filtec Pte,Singapore,2021,Singapore,SGP,Filtec Pte,CHN_2843,,1,
O D E Aquaculturedan Agriculture,Brunei Darussalam,2020,Brunei Darussalam,BRN,O D E Aquaculturedan Agriculture,57_BRN,100.0,0,57_BRN
Firew Abebe Chekol Exporter,Ethiopia,2019,Ethiopia,ETH,Firew Abebe Chekol Exporter,241_ETH,0.0,0,241_ETH
Foshan Shunde Junying Hardware Electrica,China,2021,China,CHN,Foshan Shunde Junying Hardware Electrica,23207_CHN,,0,23207_CHN
Samson Rubber Industries,Sri Lanka,2021,Sri Lanka,LKA,Samson Rubber Industries,CHN_2844,,1,
Migant Property Management,Philippines,2019,Philippines,PHL,Migant Property Management,952_PHL,0.0,0,952_PHL
Van Sourcing,Reunion,2020,Reunion,REU,Van Sourcing,83_REU,100.0,0,83_REU
Xing In Enterprise,Taiwan,2021,Taiwan,TWN,Xing In Enterprise,CHN_2845,,1,
Acisco,Guatemala,2019,Guatemala,GTM,Acisco,97_GTM,0.0,0,97_GTM
Unilever Cambodia Ltd.,Cambodia,2021,Cambodia,KHM,Unilever Cambodia Ltd,2_KHM,,0,2_KHM
Satria Kaya Sdn Bhd,Malaysia,2021,Malaysia,MYS,Satria Kaya Sdn Bhd,5097_MYS,,0,5097_MYS
Askey Technology Jiang Su,China,2020,China,CHN,Askey Technology Jiang Su,CHN_2846,94.0,1,
Y M S Imp. Marketing,Israel,2020,Israel,ISR,Y M S Imp Marketing,325_ISR,0.0,0,325_ISR
Hangzhou Yqc Industrial,China,2020,China,CHN,Hangzhou Yqc Industrial,8636_CHN,0.0,0,8636_CHN
Warren Pike Associates,United States,2020,United States,USA,Warren Pike Associates,27126_USA,100.0,0,27126_USA
Miloubar Agricultural Operative In Israel,Israel,2021,Israel,ISR,Miloubar Agricultural Operative In Israel,227_ISR,,0,227_ISR
Climbing Corporation,Japan,2019,Japan,JPN,Climbing Corporation,CHN_2847,81.0,1,
Sociedade Michelin Part Ind.Com.L,Brazil,2021,Brazil,BRA,Sociedade Michelin Part Indcoml,CHN_2848,,1,
Carbis Loadtec Group Ltd.,Italy,2021,Italy,ITA,Carbis Loadtec Group Ltd,CHN_2849,,1,
Rakuten Super Logistics,United States,2019,United States,USA,Rakuten Super Logistics,5006_USA,0.0,0,5006_USA
Nahed Omar Al Zouhibi Est,Saudi Arabia,2020,Saudi Arabia,SAU,Nahed Omar Al Zouhibi Est,1094_SAU,0.0,0,1094_SAU
Oike Tec,Japan,2019,Japan,JPN,Oike Tec,10900_JPN,100.0,0,10900_JPN
Changho Fibre Shaoxing Corp,China,2019,China,CHN,Changho Fibre Shaoxing Corp,CHN_2850,95.0,1,
Shenzhen Boxin Trading Hinomoto Jamae,China,2021,China,CHN,Shenzhen Boxin Trading Hinomoto Jamae,CHN_2851,,1,
Francoasian Enterprises To Angola,Angola,2019,Angola,AGO,Francoasian Enterprises To Angola,57_AGO,0.0,0,57_AGO
Kb Synthetics,South Korea,2021,,,Kb Synthetics,CHN_2852,,1,
Hwa Seung Vina Nhon Trach 1 Industrial Zone,Vietnam,2019,Vietnam,VNM,Hwa Seung Vina Nhon Trach 1 Industrial Zone,579_VNM,100.0,0,579_VNM
Bluecell Group Hk Ltd.,Hong Kong,2019,Hong Kong,HKG,Bluecell Group Hk Ltd,6178_HKG,0.0,0,6178_HKG
Bendpak,United States,2021,United States,USA,Bendpak,25429_USA,,0,25429_USA
Nds New Design Source,China,2021,China,CHN,Nds New Design Source,CHN_2853,,1,
Johnson Johnson Private Ltd. Recipharm,India,2021,India,IND,Johnson Johnson Private Ltd Recipharm,5956_IND,,0,5956_IND
Rayoptic Communication,China,2020,China,CHN,Rayoptic Communication,41322_CHN,0.0,0,41322_CHN
Nexteer Automotive Systems Liuzhou,China,2021,China,CHN,Nexteer Automotive Systems Liuzhou,6265_CHN,,0,6265_CHN
Tendeka Swellfix Uk,United Kingdom,2019,United Kingdom,GBR,Tendeka Swellfix Uk,426_GBR,100.0,0,426_GBR
Attn Allysa Erwin Soundair Aviation Services,United States,2019,United States,USA,Attn Allysa Erwin Soundair Aviation Services,8290_USA,0.0,0,8290_USA
Wuxi Blue Feather International,China,2019,China,CHN,Wuxi Blue Feather International,44225_CHN,0.0,0,44225_CHN
Terex Global Gmb H,Switzerland,2021,Switzerland,CHE,Terex Global Gmb H,36_SWZ,,0,36_SWZ
Cgpro Sports Ltd.,China,2019,China,CHN,Cgpro Sports Ltd,37133_CHN,0.0,0,37133_CHN
"Wenling Huanli Electric Co., Ltd.",China,2019,China,CHN,Wenling Huanli Electric Co Ltd,CHN_2854,0.0,1,
Zhejiang Kangzhan New Materials,China,2020,China,CHN,Zhejiang Kangzhan New Materials,CHN_2855,84.0,1,
Pvh Canada Speedo,Canada,2020,Canada,CAN,Pvh Canada Speedo,1752_CAN,0.0,0,1752_CAN
Hongzhong Trading,Taiwan,2021,Taiwan,TWN,Hongzhong Trading,5049_TWN,,0,5049_TWN
Yuyao Boyun Musical Instruments,China,2020,China,CHN,Yuyao Boyun Musical Instruments,4185_CHN,0.0,0,4185_CHN
Ayano Holland B V,Netherlands,2020,Netherlands,NLD,Ayano Holland B V,CHN_2856,82.0,1,
Bruker Singapore Pte,Singapore,2021,Singapore,SGP,Bruker Singapore Pte,5211_DEU,,0,5211_DEU
Yamato Transport Europe Bv,Netherlands,2020,Netherlands,NLD,Yamato Transport Europe Bv,161_NLD,100.0,0,161_NLD
Shandong Glaia Household Science Technology Co.,China,2020,China,CHN,Shandong Glaia Household Science Technology Co,CHN_2857,82.0,1,
Avery Weightronix,United Kingdom,2020,United Kingdom,GBR,Avery Weightronix,CHN_2858,91.0,1,
To The Order Of Standard Chartered Bank,India,2020,India,IND,To The Order Of Standard Chartered Bank,51_OMN,0.0,0,51_OMN
Adams Apparels,Bangladesh,2021,Bangladesh,BGD,Adams Apparels,CHN_2859,,1,
Us Departement,United States,2020,United States,USA,Us Departement,13127_USA,0.0,0,13127_USA
Tong Xin Textile Industries Ltd.,Hong Kong,2020,Hong Kong,HKG,Tong Xin Textile Industries Ltd,CHN_2860,89.0,1,
Reckitt Benckiser Bahrain W L L,Bahrain,2020,Bahrain,BHR,Reckitt Benckiser Bahrain W L L,82_BHR,100.0,0,82_BHR
Mfp Michelin,France,2020,France,FRA,Mfp Michelin,2652_FRA,0.0,0,2652_FRA
Ecco Emea Bv,Netherlands,2020,Netherlands,NLD,Ecco Emea Bv,2123_NLD,0.0,0,2123_NLD
Tt Automotive Steel Thailand,Thailand,2020,Thailand,THA,Tt Automotive Steel Thailand,1335_THA,100.0,0,1335_THA
Zikomillan Ventures,Nigeria,2019,Nigeria,NGA,Zikomillan Ventures,276_NGA,0.0,0,276_NGA
Fu Zhou Trading,Hong Kong,2021,Hong Kong,HKG,Fu Zhou Trading,2426_HKG,,0,2426_HKG
Brugnoli Sp A,Italy,2020,Italy,ITA,Brugnoli Sp A,6735_ITA,0.0,0,6735_ITA
Shenyang Faith Technology,Hong Kong,2020,Hong Kong,HKG,Shenyang Faith Technology,11544_HKG,0.0,0,11544_HKG
Cj Freshway Vietnammerchandiser,Vietnam,2020,Vietnam,VNM,Cj Freshway Vietnammerchandiser,5317_VNM,0.0,0,5317_VNM
Procop,France,2021,France,FRA,Procop,38_REU,,0,38_REU
Lizzaik General Trading,United Arab Emirates,2019,United Arab Emirates,ARE,Lizzaik General Trading,CHN_2861,88.0,1,
Asm Global Marketing Pte,Singapore,2021,Singapore,SGP,Asm Global Marketing Pte,CHN_2862,,1,
Out Out Original,United Kingdom,2021,United Kingdom,GBR,Out Out Original,1632_GBR,,0,1632_GBR
King Metore International Pte,Singapore,2019,Singapore,SGP,King Metore International Pte,651_SGP,0.0,0,651_SGP
Joil Industrial,South Korea,2021,,,Joil Industrial,CHN_2863,,1,
Tiendas Industriales Asociadas Tia S A,Ecuador,2019,Ecuador,ECU,Tiendas Industriales Asociadas Tia S A,172_ECU,0.0,0,172_ECU
Global Textile Corp Fze,Egypt,2021,Egypt,EGY,Global Textile Corp Fze,11_EGY,,0,11_EGY
Shenzhen Jiulong Mining,China,2019,China,CHN,Shenzhen Jiulong Mining,30232_CHN,0.0,0,30232_CHN
City Lumber (Pty),Australia,2019,Australia,AUS,City Lumber (Pty),CHN_2864,88.0,1,
Pantos Logistics Argentina,Argentina,2020,Argentina,ARG,Pantos Logistics Argentina,154_ARG,0.0,0,154_ARG
Cetis D D,Slovenia,2021,Slovenia,SVN,Cetis D D,35_SVN,,0,35_SVN
Mountain Industry,Taiwan,2021,Taiwan,TWN,Mountain Industry,CHN_2865,,1,
Vietalia Sa De,Mexico,2019,Mexico,MEX,Vietalia Sa De,432_MEX,0.0,0,432_MEX
Feng Yuan Textile,China,2020,China,CHN,Feng Yuan Textile,CHN_2866,84.0,1,
Anhui Snow Dragon Fibre Technology L,China,2020,China,CHN,Anhui Snow Dragon Fibre Technology L,31196_CHN,0.0,0,31196_CHN
Tropical Fish Sano,Japan,2019,Japan,JPN,Tropical Fish Sano,2709_JPN,0.0,0,2709_JPN
Erdem Soft Tekstil San.Ve Tic. Ltd.,Turkey,2019,Turkey,TUR,Erdem Soft Tekstil Sanve Tic Ltd,202_TUR,100.0,0,202_TUR
Mhps Cranes Sas,France,2020,France,FRA,Mhps Cranes Sas,3126_FRA,100.0,0,3126_FRA
Vans Outdoor Mexico S A De C V,Mexico,2021,Mexico,MEX,Vans Outdoor Mexico S A De C V,60_MEX,,0,60_MEX
Big Picture Group Japan Llc,Japan,2019,Japan,JPN,Big Picture Group Japan Llc,8802_JPN,100.0,0,8802_JPN
Color Card Studio,United States,2020,United States,USA,Color Card Studio,16755_USA,0.0,0,16755_USA
Kobarin Corporation,Japan,2019,Japan,JPN,Kobarin Corporation,CHN_2867,82.0,1,
Metropharma Philippines,Philippines,2019,Philippines,PHL,Metropharma Philippines,1450_PHL,100.0,0,1450_PHL
"Newtronic Lifecare Equipment Pvt., Ltd.",India,2019,India,IND,Newtronic Lifecare Equipment Pvt Ltd,CHN_2868,0.0,1,
Weihai Haihe Imp. Exp.,China,2019,China,CHN,Weihai Haihe Imp Exp,18493_CHN,0.0,0,18493_CHN
Siemens Medical Solutions Ultrasound Division,United States,2019,United States,USA,Siemens Medical Solutions Ultrasound Division,27134_USA,0.0,0,27134_USA
Unit 624 Blk B Hitech Centre,Hong Kong,2020,Hong Kong,HKG,Unit 624 Blk B Hitech Centre,4289_HKG,0.0,0,4289_HKG
A F Holister Shelby Miller,United States,2020,United States,USA,A F Holister Shelby Miller,6934_USA,0.0,0,6934_USA
Uquifa Mexico S.A. De C.V.,Mexico,2019,Mexico,MEX,Uquifa Mexico Sa De Cv,1329_MEX,100.0,0,1329_MEX
Fragrance World,India,2020,India,IND,Fragrance World,2454_IND,100.0,0,2454_IND
Honeywell Aerospace Kuehne N,Australia,2020,Australia,AUS,Honeywell Aerospace Kuehne N,CHN_2869,81.0,1,
K P Manish Global Ingredient,India,2021,India,IND,K P Manish Global Ingredient,1462_IND,,0,1462_IND
Skyways Technics Asia Sdn Bhd,Malaysia,2019,Malaysia,MYS,Skyways Technics Asia Sdn Bhd,2931_MYS,100.0,0,2931_MYS
Zhejiang Ep Equipment Imp. Exp. L,China,2020,China,CHN,Zhejiang Ep Equipment Imp Exp L,CHN_2870,97.0,1,
Tammer Tukku Oy Hml,Finland,2020,Finland,FIN,Tammer Tukku Oy Hml,175_FIN,100.0,0,175_FIN
Sumitomo Rubber Latin America Ltda,Colombia,2021,Colombia,COL,Sumitomo Rubber Latin America Ltda,15993_USA,,0,15993_USA
Wilmar Sugar Australia Trading (Pty),Australia,2021,Australia,AUS,Wilmar Sugar Australia Trading (Pty),CHN_2871,,1,
Global Trading Network,Japan,2019,Japan,JPN,Global Trading Network,10345_JPN,0.0,0,10345_JPN
Japan Electronindustry,Japan,2019,Japan,JPN,Japan Electronindustry,7125_JPN,0.0,0,7125_JPN
Guang Dong City Glory Trading,China,2020,China,CHN,Guang Dong City Glory Trading,11823_CHN,0.0,0,11823_CHN
Barossa Quarries,Australia,2021,Australia,AUS,Barossa Quarries,6161_AUS,,0,6161_AUS
Flora Zwy Exportimport Sl,Spain,2019,Spain,ESP,Flora Zwy Exportimport Sl,1174_ESP,0.0,0,1174_ESP
Talurit Pte,Singapore,2019,Singapore,SGP,Talurit Pte,10504_SGP,0.0,0,10504_SGP
Jdl International Sdn Bhd,Malaysia,2021,Malaysia,MYS,Jdl International Sdn Bhd,CHN_2872,,1,
Oliva Efficient Holding,Maldives,2019,Maldives,MDV,Oliva Efficient Holding,411_MDV,0.0,0,411_MDV
Pure Group Ltd.,New Zealand,2020,New Zealand,NZL,Pure Group Ltd,1537_NZL,0.0,0,1537_NZL
Shaoxing Huijia Chemicals,China,2021,China,CHN,Shaoxing Huijia Chemicals,24057_CHN,,0,24057_CHN
Wwf Mfg. Suzhou Lt,China,2021,China,CHN,Wwf Mfg Suzhou Lt,35341_CHN,,0,35341_CHN
Qingdao Sainuo Chemical,China,2019,China,CHN,Qingdao Sainuo Chemical,CHN_2873,87.0,1,
Hentexco Trading Co.,Singapore,2019,Singapore,SGP,Hentexco Trading Co,CHN_2874,91.0,1,
The Food Source Ltd.,Hong Kong,2019,Hong Kong,HKG,The Food Source Ltd,CHN_2875,88.0,1,
Taiching Technology,China,2021,China,CHN,Taiching Technology,CHN_2876,,1,
Avnet Asia Pte Taiwan Branch,Taiwan,2019,Taiwan,TWN,Avnet Asia Pte Taiwan Branch,5654_HKG,86.0,0,5654_HKG
Shaoxing Hamav Trading,China,2019,China,CHN,Shaoxing Hamav Trading,34958_CHN,100.0,0,34958_CHN
3007 Erie St Se,United States,2019,United States,USA,3007 Erie St Se,13845_USA,0.0,0,13845_USA
Long Thanh Rubber Pte,Vietnam,2019,Vietnam,VNM,Long Thanh Rubber Pte,6484_VNM,0.0,0,6484_VNM
Shanghai Totex Textile,China,2021,China,CHN,Shanghai Totex Textile,CHN_2877,,1,
Zhejiang Xinrui Brazing Technology,China,2019,China,CHN,Zhejiang Xinrui Brazing Technology,40134_CHN,0.0,0,40134_CHN
"Tackle Tactics Fiji Pte., Ltd.",Fiji,2021,Fiji,FJI,Tackle Tactics Fiji Pte Ltd,CHN_2878,,1,
Anjana Overses Pte,Singapore,2020,Singapore,SGP,Anjana Overses Pte,CHN_2879,97.0,1,
Item Engineering,Thailand,2021,Thailand,THA,Item Engineering,CHN_2880,,1,
Shenzhen Yongpeng Ocean Trading,China,2021,China,CHN,Shenzhen Yongpeng Ocean Trading,CHN_2881,,1,
Robert Bosch Fahrzeugelekrik,Germany,2021,Germany,DEU,Robert Bosch Fahrzeugelekrik,CHN_2882,,1,
Hueni Ag,Switzerland,2019,Switzerland,CHE,Hueni Ag,1741_CHE,0.0,0,1741_CHE
Ralph Lauren Childrenswear A Division Of Prl,United States,2019,United States,USA,Ralph Lauren Childrenswear A Division Of Prl,CHN_2883,93.0,1,
Geogear Vinh Phuc Industrial,Vietnam,2019,Vietnam,VNM,Geogear Vinh Phuc Industrial,6072_VNM,0.0,0,6072_VNM
Body Glove S A,Panama,2020,Panama,PAN,Body Glove S A,50_PAN,100.0,0,50_PAN
"Alton International (S) Pte., Ltd.",Singapore,2019,Singapore,SGP,Alton International (S) Pte Ltd,CHN_2884,84.0,1,
Daehan Refractories,South Korea,2021,,,Daehan Refractories,CHN_2885,,1,
Zhangjiagang Wellyoung Material,China,2021,China,CHN,Zhangjiagang Wellyoung Material,44055_CHN,,0,44055_CHN
Horizon Instrument,Taiwan,2019,Taiwan,TWN,Horizon Instrument,3583_TWN,0.0,0,3583_TWN
Ip Test,United Kingdom,2020,United Kingdom,GBR,Ip Test,918_GBR,0.0,0,918_GBR
Integra Owens Minor,United States,2020,United States,USA,Integra Owens Minor,24720_USA,0.0,0,24720_USA
Signotec Gmb H,Germany,2020,Germany,DEU,Signotec Gmb H,CHN_2886,87.0,1,
Fuji Trading Ltdmachinery,Japan,2021,Japan,JPN,Fuji Trading Ltdmachinery,CHN_2887,,1,
Anee Park Plush,Thailand,2020,Thailand,THA,Anee Park Plush,1480_THA,100.0,0,1480_THA
Krimson Klover,Germany,2021,Germany,DEU,Krimson Klover,CHN_2888,,1,
Samsung Electronics U K Europ,United Kingdom,2021,United Kingdom,GBR,Samsung Electronics U K Europ,3891_GBR,,0,3891_GBR
Jiangsu Yonggang Group,China,2019,China,CHN,Jiangsu Yonggang Group,CHN_2889,85.0,1,
Zhongshan Zhengjia Plastic Precision,China,2019,China,CHN,Zhongshan Zhengjia Plastic Precision,51425_CHN,0.0,0,51425_CHN
Changzhou Biochem Technologies,China,2021,China,CHN,Changzhou Biochem Technologies,CHN_2890,,1,
Intermobili Srl,Argentina,2020,Argentina,ARG,Intermobili Srl,241_ARG,0.0,0,241_ARG
"Kenda Rubber (Shenzhen) Co., Ltd.",China,2020,China,CHN,Kenda Rubber (Shenzhen) Co Ltd,CHN_2891,0.0,1,
Racketballs A,Colombia,2021,Colombia,COL,Racketballs A,CHN_2892,,1,
Khun Weerasak Lervisit,Thailand,2020,Thailand,THA,Khun Weerasak Lervisit,2513_THA,100.0,0,2513_THA
Essex Malaysia Sdn Bhd,Malaysia,2020,Malaysia,MYS,Essex Malaysia Sdn Bhd,CHN_2893,86.0,1,
Branded Lifestyle Korea Corporation,South Korea,2021,,,Branded Lifestyle Korea Corporation,CHN_2894,,1,
Kawasaki Motors Corp.Usa,United States,2020,United States,USA,Kawasaki Motors Corpusa,CHN_2895,94.0,1,
Freewill Sports,India,2019,India,IND,Freewill Sports,3371_IND,100.0,0,3371_IND
Global Natural Foods Inc.,United States,2020,United States,USA,Global Natural Foods Inc,11970_USA,0.0,0,11970_USA
Everything But Water St 113,United States,2020,United States,USA,Everything But Water St 113,CHN_2896,96.0,1,
Artistic Milliners,Pakistan,2019,Pakistan,PAK,Artistic Milliners,1989_PAK,100.0,0,1989_PAK
Tplink Taiwan,Taiwan,2019,Taiwan,TWN,Tplink Taiwan,9791_TWN,0.0,0,9791_TWN
Aiso Saya,Japan,2021,Japan,JPN,Aiso Saya,CHN_2897,,1,
Prn Elektrik Elektronik Tekn San Ve Tic Sti,Turkey,2021,Turkey,TUR,Prn Elektrik Elektronik Tekn San Ve Tic Sti,197_TUR,,0,197_TUR
Hubei Yuli Abrasive Belts Group,China,2020,China,CHN,Hubei Yuli Abrasive Belts Group,5657_CHN,100.0,0,5657_CHN
Neommetrx,United States,2019,United States,USA,Neommetrx,8863_USA,0.0,0,8863_USA
Trident Mediquip Llp,India,2019,India,IND,Trident Mediquip Llp,3026_IND,0.0,0,3026_IND
Wooil Shouji,Japan,2020,Japan,JPN,Wooil Shouji,1236_JPN,100.0,0,1236_JPN
Ayna Selefon Matbaacilik Sanayoi Ve Ticaret,Turkey,2020,Turkey,TUR,Ayna Selefon Matbaacilik Sanayoi Ve Ticaret,529_TUR,0.0,0,529_TUR
Stella International Trading Macao Comercial Offshore,China,2020,China,CHN,Stella International Trading Macao Comercial Offshore,CHN_2898,99.0,1,
Hewlettpackard Asia Pacific Pte,Singapore,2019,Singapore,SGP,Hewlettpackard Asia Pacific Pte,CHN_2899,93.0,1,
Dongguan Winkey Technology,China,2021,China,CHN,Dongguan Winkey Technology,CHN_2900,,1,
Ues Ag,Germany,2019,Germany,DEU,Ues Ag,6735_DEU,100.0,0,6735_DEU
Wwrc Guangdong Ltd.,China,2021,China,CHN,Wwrc Guangdong Ltd,6456_CHN,,0,6456_CHN
Penta Global,United Arab Emirates,2019,United Arab Emirates,ARE,Penta Global,3645_ARE,0.0,0,3645_ARE
Chugoku Marine Paints S Pte,Singapore,2021,Singapore,SGP,Chugoku Marine Paints S Pte,CHN_2901,,1,
Wah Hing Electronic Embroidery Factory L,Hong Kong,2019,Hong Kong,HKG,Wah Hing Electronic Embroidery Factory L,CHN_2902,97.0,1,
Nitigura Khunsan Co.,China,2019,China,CHN,Nitigura Khunsan Co,CHN_2903,86.0,1,
Klm Royal Dutch Airlines Engineering Maintenance L,Netherlands,2019,Netherlands,NLD,Klm Royal Dutch Airlines Engineering Maintenance L,CHN_2904,98.0,1,
Sas Alta Rocca,France,2021,France,FRA,Sas Alta Rocca,CHN_2905,,1,
Ksb S A S,France,2021,France,FRA,Ksb S A S,3436_FRA,,0,3436_FRA
Leisure Brands Agencies,Australia,2021,Australia,AUS,Leisure Brands Agencies,5733_AUS,,0,5733_AUS
Fraisa Sa,Switzerland,2020,Switzerland,CHE,Fraisa Sa,4635_DEU,0.0,0,4635_DEU
Dani Processing Foods,India,2021,India,IND,Dani Processing Foods,CHN_2906,,1,
Omer Al Dawi Oil Soap El Obeid New Industrial Ar,Sudan,2020,Sudan,SDN,Omer Al Dawi Oil Soap El Obeid New Industrial Ar,145_SDN,0.0,0,145_SDN
Lampa Sp A,Italy,2020,Italy,ITA,Lampa Sp A,77_ITA,100.0,0,77_ITA
Steinhaus Gmb H,Germany,2020,Germany,DEU,Steinhaus Gmb H,CHN_2907,85.0,1,
Abb Logistics Center Europe Gmb H,Germany,2019,Germany,DEU,Abb Logistics Center Europe Gmb H,CHN_2908,88.0,1,
Alexanders Mobility Services,United States,2020,United States,USA,Alexanders Mobility Services,5384_USA,0.0,0,5384_USA
Hmf Resources,Malaysia,2019,Malaysia,MYS,Hmf Resources,CHN_2909,85.0,1,
Ocean Pearl Shipping Services Pte,Singapore,2020,Singapore,SGP,Ocean Pearl Shipping Services Pte,CHN_2910,83.0,1,
Nichiden Seimitsu M Sdn Bhd,Malaysia,2019,Malaysia,MYS,Nichiden Seimitsu M Sdn Bhd,4378_MYS,100.0,0,4378_MYS
Dfs Netherlands B V Part Of Dover Fueling Solution,Netherlands,2021,Netherlands,NLD,Dfs Netherlands B V Part Of Dover Fueling Solution,CHN_2911,,1,
Taizhou Huangyan Lianqi Mould Plast,China,2019,China,CHN,Taizhou Huangyan Lianqi Mould Plast,CHN_2912,82.0,1,
Nam Heng Glass Sdn Bhd Mlo 2476 Lot 6925 Lorong 8,Malaysia,2019,Malaysia,MYS,Nam Heng Glass Sdn Bhd Mlo 2476 Lot 6925 Lorong 8,2315_MYS,0.0,0,2315_MYS
Centre For Microcomputer Applicatio,Netherlands,2021,Netherlands,NLD,Centre For Microcomputer Applicatio,3638_NLD,,0,3638_NLD
Nan Ya Plastics Corp. America,United States,2019,United States,USA,Nan Ya Plastics Corp America,11752_USA,0.0,0,11752_USA
Toray Industries,Japan,2019,Japan,JPN,Toray Industries,2031_JPN,100.0,0,2031_JPN
Berger Paints Pakistan,Pakistan,2019,Pakistan,PAK,Berger Paints Pakistan,CHN_2913,98.0,1,
,Finland,2020,Finland,FIN,,CHN_2914,0.0,1,
Arista Networks,United States,2021,United States,USA,Arista Networks,1286_USA,,0,1286_USA
Sea Sky Global Logistic,United States,2020,United States,USA,Sea Sky Global Logistic,13527_USA,0.0,0,13527_USA
Dalian Aierda Trading,China,2019,China,CHN,Dalian Aierda Trading,21289_CHN,100.0,0,21289_CHN
Bossard Ag,Germany,2021,Germany,DEU,Bossard Ag,1175_DEU,,0,1175_DEU
World Knits,United States,2019,United States,USA,World Knits,14025_USA,0.0,0,14025_USA
Jera Medical Pte,Singapore,2020,Singapore,SGP,Jera Medical Pte,91_SGP,0.0,0,91_SGP
Guangdong Kerong Electrical Appliances C,China,2019,China,CHN,Guangdong Kerong Electrical Appliances C,CHN_2915,81.0,1,
P Ind Srl,Italy,2021,Italy,ITA,P Ind Srl,CHN_2916,,1,
Smart Office Supplies,Malta,2019,Malta,MLT,Smart Office Supplies,8_MLT,0.0,0,8_MLT
Paradise Island Resort Sp A,Maldives,2020,Maldives,MDV,Paradise Island Resort Sp A,CHN_2917,81.0,1,
Hatho Gmb H,Germany,2020,Germany,DEU,Hatho Gmb H,CHN_2918,86.0,1,
Dubai Islamic Bank Pakistan Ltd.,Pakistan,2020,Pakistan,PAK,Dubai Islamic Bank Pakistan Ltd,1796_PAK,0.0,0,1796_PAK
Epiroc Trading,China,2021,China,CHN,Epiroc Trading,7318_CHN,,0,7318_CHN
Ozaxcorporation,Japan,2020,Japan,JPN,Ozaxcorporation,CHN_2919,90.0,1,
Shl Marine Resources Sdn Bhd,Malaysia,2019,Malaysia,MYS,Shl Marine Resources Sdn Bhd,1724_MYS,0.0,0,1724_MYS
Electric Factory Austrail,Australia,2021,Australia,AUS,Electric Factory Austrail,1121_AUS,,0,1121_AUS
Shenzhen Meilianxin Imp. Exp.,China,2021,China,CHN,Shenzhen Meilianxin Imp Exp,16414_CHN,,0,16414_CHN
Guangxi Jinchuan Nonferrous Metals,China,2020,China,CHN,Guangxi Jinchuan Nonferrous Metals,9407_CHN,0.0,0,9407_CHN
Fountainset Ltd.,China,2021,China,CHN,Fountainset Ltd,CHN_2920,,1,
Goot Sn Bh 759613 U,Malaysia,2019,Malaysia,MYS,Goot Sn Bh 759613 U,8144_MYS,0.0,0,8144_MYS
Trilok Agro Industries,India,2021,India,IND,Trilok Agro Industries,CHN_2921,,1,
Pineapple,United States,2021,United States,USA,Pineapple,12815_USA,,0,12815_USA
Charles Sci Tech Suzhou Ind Park,China,2021,China,CHN,Charles Sci Tech Suzhou Ind Park,39492_CHN,,0,39492_CHN
Bois Imp.,France,2021,France,FRA,Bois Imp,CHN_2922,,1,
Dauper S A,Spain,2021,Spain,ESP,Dauper S A,2501_ESP,,0,2501_ESP
Shenzhen Leerda Trading,China,2019,China,CHN,Shenzhen Leerda Trading,CHN_2923,83.0,1,
Intchplast S A,Poland,2021,Poland,POL,Intchplast S A,CHN_2924,,1,
Fuchs Lubricants China,China,2021,China,CHN,Fuchs Lubricants China,46685_CHN,,0,46685_CHN
Solar Turbines Mabank,United States,2020,United States,USA,Solar Turbines Mabank,CHN_2925,82.0,1,
Shima Trading Co.,Japan,2020,Japan,JPN,Shima Trading Co,CHN_2926,84.0,1,
Hiperbaric S A,Spain,2020,Spain,ESP,Hiperbaric S A,CHN_2927,83.0,1,
Spx Flow Technology (India) Private Ltd.,India,2021,India,IND,Spx Flow Technology (India) Private Ltd,CHN_2928,,1,
Longse Technology Ltd.,China,2021,China,CHN,Longse Technology Ltd,CHN_2929,,1,
Hk Elliot Trading,Hong Kong,2019,Hong Kong,HKG,Hk Elliot Trading,12055_HKG,0.0,0,12055_HKG
Foshan Greenzone New Construction Materi,China,2020,China,CHN,Foshan Greenzone New Construction Materi,42342_CHN,100.0,0,42342_CHN
Heiploeg International B V,Netherlands,2019,Netherlands,NLD,Heiploeg International B V,1656_DEU,94.0,0,1656_DEU
Ronnie Ayala Parker Fuel Air Division,United States,2020,United States,USA,Ronnie Ayala Parker Fuel Air Division,17777_USA,0.0,0,17777_USA
Yes Logistics Corp,Taiwan,2019,Taiwan,TWN,Yes Logistics Corp,CHN_2930,84.0,1,
Bankislami Pakistan Ltd. Trade Finance Departm,Pakistan,2021,Pakistan,PAK,Bankislami Pakistan Ltd Trade Finance Departm,CHN_2931,,1,
Arczone Com,United States,2021,United States,USA,Arczone Com,20771_USA,,0,20771_USA
Hansson Paper Phils Corporation,Philippines,2021,Philippines,PHL,Hansson Paper Phils Corporation,385_PHL,,0,385_PHL
